LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN3110100000000,31,101,"Keith County, NE",2015,"4,739     ","4,614     ",125     ,2.6
CN3110300000000,31,103,"Keya Paha County, NE",2015,629     ,615     ,14     ,2.2
CN3110500000000,31,105,"Kimball County, NE",2015,"2,083     ","2,009     ",74     ,3.6
CN3110700000000,31,107,"Knox County, NE",2015,"4,768     ","4,617     ",151     ,3.2
CN3110900000000,31,109,"Lancaster County, NE",2015,"168,402     ","164,009     ","4,393     ",2.6
CN3111100000000,31,111,"Lincoln County, NE",2015,"18,601     ","18,063     ",538     ,2.9
CN3111300000000,31,113,"Logan County, NE",2015,492     ,478     ,14     ,2.8
CN3111500000000,31,115,"Loup County, NE",2015,381     ,368     ,13     ,3.4
CN3111700000000,31,117,"McPherson County, NE",2015,472     ,463     ,9     ,1.9
CN3111900000000,31,119,"Madison County, NE",2015,"19,359     ","18,829     ",530     ,2.7
CN3112100000000,31,121,"Merrick County, NE",2015,"4,057     ","3,907     ",150     ,3.7
CN3112300000000,31,123,"Morrill County, NE",2015,"2,668     ","2,591     ",77     ,2.9
CN3112500000000,31,125,"Nance County, NE",2015,"2,078     ","2,027     ",51     ,2.5
CN3112700000000,31,127,"Nemaha County, NE",2015,"3,723     ","3,586     ",137     ,3.7
CN3112900000000,31,129,"Nuckolls County, NE",2015,"2,419     ","2,358     ",61     ,2.5
CN3113100000000,31,131,"Otoe County, NE",2015,"8,238     ","7,969     ",269     ,3.3
CN3113300000000,31,133,"Pawnee County, NE",2015,"1,693     ","1,649     ",44     ,2.6
CN3113500000000,31,135,"Perkins County, NE",2015,"1,842     ","1,808     ",34     ,1.8
CN3113700000000,31,137,"Phelps County, NE",2015,"5,025     ","4,906     ",119     ,2.4
CN3113900000000,31,139,"Pierce County, NE",2015,"4,199     ","4,092     ",107     ,2.5
CN3114100000000,31,141,"Platte County, NE",2015,"17,236     ","16,727     ",509     ,3.0
CN3114300000000,31,143,"Polk County, NE",2015,"2,952     ","2,878     ",74     ,2.5
CN3114500000000,31,145,"Red Willow County, NE",2015,"6,160     ","5,998     ",162     ,2.6
CN3114700000000,31,147,"Richardson County, NE",2015,"4,337     ","4,198     ",139     ,3.2
CN3114900000000,31,149,"Rock County, NE",2015,876     ,853     ,23     ,2.6
CN3115100000000,31,151,"Saline County, NE",2015,"7,326     ","7,112     ",214     ,2.9
CN3115300000000,31,153,"Sarpy County, NE",2015,"90,294     ","87,771     ","2,523     ",2.8
CN3115500000000,31,155,"Saunders County, NE",2015,"11,045     ","10,709     ",336     ,3.0
CN3115700000000,31,157,"Scotts Bluff County, NE",2015,"18,716     ","18,080     ",636     ,3.4
CN3115900000000,31,159,"Seward County, NE",2015,"8,886     ","8,632     ",254     ,2.9
CN3116100000000,31,161,"Sheridan County, NE",2015,"2,755     ","2,681     ",74     ,2.7
CN3116300000000,31,163,"Sherman County, NE",2015,"1,721     ","1,671     ",50     ,2.9
CN3116500000000,31,165,"Sioux County, NE",2015,805     ,785     ,20     ,2.5
CN3116700000000,31,167,"Stanton County, NE",2015,"3,553     ","3,462     ",91     ,2.6
CN3116900000000,31,169,"Thayer County, NE",2015,"3,001     ","2,930     ",71     ,2.4
CN3117100000000,31,171,"Thomas County, NE",2015,439     ,426     ,13     ,3.0
CN3117300000000,31,173,"Thurston County, NE",2015,"2,989     ","2,831     ",158     ,5.3
CN3117500000000,31,175,"Valley County, NE",2015,"2,093     ","2,034     ",59     ,2.8
CN3117700000000,31,177,"Washington County, NE",2015,"11,114     ","10,785     ",329     ,3.0
CN3117900000000,31,179,"Wayne County, NE",2015,"5,575     ","5,432     ",143     ,2.6
CN3118100000000,31,181,"Webster County, NE",2015,"1,743     ","1,681     ",62     ,3.6
CN3118300000000,31,183,"Wheeler County, NE",2015,566     ,552     ,14     ,2.5
CN3118500000000,31,185,"York County, NE",2015,"7,397     ","7,181     ",216     ,2.9
CN3200100000000,32,001,"Churchill County, NV",2015,"10,570     ","9,828     ",742     ,7.0
CN3200300000000,32,003,"Clark County, NV",2015,"1,047,528     ","976,263     ","71,265     ",6.8
CN3200500000000,32,005,"Douglas County, NV",2015,"22,602     ","21,073     ","1,529     ",6.8
CN3200700000000,32,007,"Elko County, NV",2015,"27,176     ","25,763     ","1,413     ",5.2
CN3200900000000,32,009,"Esmeralda County, NV",2015,524     ,500     ,24     ,4.6
CN3201100000000,32,011,"Eureka County, NV",2015,"1,004     ",944     ,60     ,6.0
CN3201300000000,32,013,"Humboldt County, NV",2015,"8,593     ","8,089     ",504     ,5.9
CN3201500000000,32,015,"Lander County, NV",2015,"3,419     ","3,196     ",223     ,6.5
CN3201700000000,32,017,"Lincoln County, NV",2015,"1,961     ","1,839     ",122     ,6.2
CN3201900000000,32,019,"Lyon County, NV",2015,"21,678     ","19,631     ","2,047     ",9.4
CN3202100000000,32,021,"Mineral County, NV",2015,"1,611     ","1,442     ",169     ,10.5
CN3202300000000,32,023,"Nye County, NV",2015,"16,370     ","14,948     ","1,422     ",8.7
CN3202700000000,32,027,"Pershing County, NV",2015,"2,536     ","2,363     ",173     ,6.8
CN3202900000000,32,029,"Storey County, NV",2015,"1,884     ","1,746     ",138     ,7.3
CN3203100000000,32,031,"Washoe County, NV",2015,"228,227     ","213,983     ","14,244     ",6.2
CN3203300000000,32,033,"White Pine County, NV",2015,"4,928     ","4,662     ",266     ,5.4
CN3251000000000,32,510,"Carson City, NV",2015,"25,103     ","23,282     ","1,821     ",7.3
CN3300100000000,33,001,"Belknap County, NH",2015,"31,478     ","30,428     ","1,050     ",3.3
CN3300300000000,33,003,"Carroll County, NH",2015,"23,731     ","22,881     ",850     ,3.6
CN3300500000000,33,005,"Cheshire County, NH",2015,"41,689     ","40,335     ","1,354     ",3.2
CN3300700000000,33,007,"Coos County, NH",2015,"14,807     ","14,104     ",703     ,4.7
CN3300900000000,33,009,"Grafton County, NH",2015,"48,196     ","46,800     ","1,396     ",2.9
CN3301100000000,33,011,"Hillsborough County, NH",2015,"228,523     ","220,291     ","8,232     ",3.6
CN3301300000000,33,013,"Merrimack County, NH",2015,"80,704     ","78,186     ","2,518     ",3.1
CN3301500000000,33,015,"Rockingham County, NH",2015,"177,897     ","171,426     ","6,471     ",3.6
CN3301700000000,33,017,"Strafford County, NH",2015,"70,703     ","68,494     ","2,209     ",3.1
CN3301900000000,33,019,"Sullivan County, NH",2015,"23,461     ","22,781     ",680     ,2.9
CN3400100000000,34,001,"Atlantic County, NJ",2015,"127,666     ","115,704     ","11,962     ",9.4
CN3400300000000,34,003,"Bergen County, NJ",2015,"485,316     ","463,223     ","22,093     ",4.6
CN3400500000000,34,005,"Burlington County, NJ",2015,"232,359     ","220,281     ","12,078     ",5.2
CN3400700000000,34,007,"Camden County, NJ",2015,"255,354     ","239,308     ","16,046     ",6.3
CN3400900000000,34,009,"Cape May County, NJ",2015,"48,896     ","43,589     ","5,307     ",10.9
CN3401100000000,34,011,"Cumberland County, NJ",2015,"67,387     ","61,541     ","5,846     ",8.7
CN3401300000000,34,013,"Essex County, NJ",2015,"375,624     ","350,404     ","25,220     ",6.7
CN3401500000000,34,015,"Gloucester County, NJ",2015,"149,669     ","140,803     ","8,866     ",5.9
CN3401700000000,34,017,"Hudson County, NJ",2015,"362,265     ","343,208     ","19,057     ",5.3
CN3401900000000,34,019,"Hunterdon County, NJ",2015,"66,112     ","63,405     ","2,707     ",4.1
CN3402100000000,34,021,"Mercer County, NJ",2015,"199,062     ","189,451     ","9,611     ",4.8
CN3402300000000,34,023,"Middlesex County, NJ",2015,"440,343     ","418,408     ","21,935     ",5.0
CN3402500000000,34,025,"Monmouth County, NJ",2015,"331,623     ","315,165     ","16,458     ",5.0
CN3402700000000,34,027,"Morris County, NJ",2015,"263,272     ","252,145     ","11,127     ",4.2
CN3402900000000,34,029,"Ocean County, NJ",2015,"268,585     ","252,465     ","16,120     ",6.0
CN3403100000000,34,031,"Passaic County, NJ",2015,"249,659     ","232,524     ","17,135     ",6.9
CN3403300000000,34,033,"Salem County, NJ",2015,"31,445     ","29,223     ","2,222     ",7.1
CN3403500000000,34,035,"Somerset County, NJ",2015,"174,497     ","166,788     ","7,709     ",4.4
CN3403700000000,34,037,"Sussex County, NJ",2015,"77,573     ","73,505     ","4,068     ",5.2
CN3403900000000,34,039,"Union County, NJ",2015,"279,864     ","263,470     ","16,394     ",5.9
CN3404100000000,34,041,"Warren County, NJ",2015,"57,209     ","54,217     ","2,992     ",5.2
CN3500100000000,35,001,"Bernalillo County, NM",2015,"318,387     ","299,513     ","18,874     ",5.9
CN3500300000000,35,003,"Catron County, NM",2015,"1,261     ","1,160     ",101     ,8.0
CN3500500000000,35,005,"Chaves County, NM",2015,"27,248     ","25,514     ","1,734     ",6.4
CN3500600000000,35,006,"Cibola County, NM",2015,"9,151     ","8,427     ",724     ,7.9
CN3500700000000,35,007,"Colfax County, NM",2015,"5,965     ","5,599     ",366     ,6.1
CN3500900000000,35,009,"Curry County, NM",2015,"21,751     ","20,680     ","1,071     ",4.9
CN3501100000000,35,011,"De Baca County, NM",2015,854     ,811     ,43     ,5.0
CN3501300000000,35,013,"Dona Ana County, NM",2015,"93,179     ","86,311     ","6,868     ",7.4
CN3501500000000,35,015,"Eddy County, NM",2015,"29,366     ","27,927     ","1,439     ",4.9
CN3501700000000,35,017,"Grant County, NM",2015,"12,303     ","11,493     ",810     ,6.6
CN3501900000000,35,019,"Guadalupe County, NM",2015,"1,642     ","1,525     ",117     ,7.1
CN3502100000000,35,021,"Harding County, NM",2015,280     ,256     ,24     ,8.6
CN3502300000000,35,023,"Hidalgo County, NM",2015,"2,127     ","1,993     ",134     ,6.3
CN3502500000000,35,025,"Lea County, NM",2015,"29,428     ","27,601     ","1,827     ",6.2
CN3502700000000,35,027,"Lincoln County, NM",2015,"8,613     ","8,111     ",502     ,5.8
CN3502800000000,35,028,"Los Alamos County, NM",2015,"8,396     ","8,054     ",342     ,4.1
CN3502900000000,35,029,"Luna County, NM",2015,"10,817     ","8,917     ","1,900     ",17.6
CN3503100000000,35,031,"McKinley County, NM",2015,"24,107     ","21,776     ","2,331     ",9.7
CN3503300000000,35,033,"Mora County, NM",2015,"2,248     ","2,029     ",219     ,9.7
CN3503500000000,35,035,"Otero County, NM",2015,"24,709     ","23,173     ","1,536     ",6.2
CN3503700000000,35,037,"Quay County, NM",2015,"3,188     ","2,958     ",230     ,7.2
CN3503900000000,35,039,"Rio Arriba County, NM",2015,"16,329     ","15,019     ","1,310     ",8.0
CN3504100000000,35,041,"Roosevelt County, NM",2015,"8,023     ","7,581     ",442     ,5.5
CN3504300000000,35,043,"Sandoval County, NM",2015,"60,693     ","56,612     ","4,081     ",6.7
CN3504500000000,35,045,"San Juan County, NM",2015,"55,257     ","51,364     ","3,893     ",7.0
CN3504700000000,35,047,"San Miguel County, NM",2015,"10,988     ","10,139     ",849     ,7.7
CN3504900000000,35,049,"Santa Fe County, NM",2015,"71,658     ","67,767     ","3,891     ",5.4
CN3505100000000,35,051,"Sierra County, NM",2015,"4,003     ","3,637     ",366     ,9.1
CN3505300000000,35,053,"Socorro County, NM",2015,"6,460     ","5,971     ",489     ,7.6
CN3505500000000,35,055,"Taos County, NM",2015,"14,743     ","13,378     ","1,365     ",9.3
CN3505700000000,35,057,"Torrance County, NM",2015,"5,449     ","4,957     ",492     ,9.0
CN3505900000000,35,059,"Union County, NM",2015,"1,892     ","1,808     ",84     ,4.4
CN3506100000000,35,061,"Valencia County, NM",2015,"29,378     ","27,181     ","2,197     ",7.5
CN3600100000000,36,001,"Albany County, NY",2015,"158,773     ","151,766     ","7,007     ",4.4
CN3600300000000,36,003,"Allegany County, NY",2015,"23,311     ","21,966     ","1,345     ",5.8
CN3600500000000,36,005,"Bronx County, NY",2015,"615,993     ","568,302     ","47,691     ",7.7
CN3600700000000,36,007,"Broome County, NY",2015,"86,925     ","81,668     ","5,257     ",6.0
CN3600900000000,36,009,"Cattaraugus County, NY",2015,"36,302     ","34,050     ","2,252     ",6.2
CN3601100000000,36,011,"Cayuga County, NY",2015,"37,566     ","35,540     ","2,026     ",5.4
CN3601300000000,36,013,"Chautauqua County, NY",2015,"57,869     ","54,325     ","3,544     ",6.1
CN3601500000000,36,015,"Chemung County, NY",2015,"37,960     ","35,713     ","2,247     ",5.9
CN3601700000000,36,017,"Chenango County, NY",2015,"23,148     ","21,857     ","1,291     ",5.6
CN3601900000000,36,019,"Clinton County, NY",2015,"36,013     ","33,879     ","2,134     ",5.9
CN3602100000000,36,021,"Columbia County, NY",2015,"31,524     ","30,240     ","1,284     ",4.1
CN3602300000000,36,023,"Cortland County, NY",2015,"23,816     ","22,417     ","1,399     ",5.9
CN3602500000000,36,025,"Delaware County, NY",2015,"19,686     ","18,495     ","1,191     ",6.0
CN3602700000000,36,027,"Dutchess County, NY",2015,"143,390     ","136,823     ","6,567     ",4.6
CN3602900000000,36,029,"Erie County, NY",2015,"449,176     ","424,830     ","24,346     ",5.4
CN3603100000000,36,031,"Essex County, NY",2015,"17,385     ","16,323     ","1,062     ",6.1
CN3603300000000,36,033,"Franklin County, NY",2015,"20,446     ","19,112     ","1,334     ",6.5
CN3603500000000,36,035,"Fulton County, NY",2015,"23,465     ","21,924     ","1,541     ",6.6
CN3603700000000,36,037,"Genesee County, NY",2015,"30,152     ","28,631     ","1,521     ",5.0
CN3603900000000,36,039,"Greene County, NY",2015,"20,836     ","19,639     ","1,197     ",5.7
CN3604100000000,36,041,"Hamilton County, NY",2015,"2,453     ","2,287     ",166     ,6.8
CN3604300000000,36,043,"Herkimer County, NY",2015,"28,914     ","27,100     ","1,814     ",6.3
CN3604500000000,36,045,"Jefferson County, NY",2015,"46,610     ","43,466     ","3,144     ",6.7
CN3604700000000,36,047,"Kings County, NY",2015,"1,242,931     ","1,169,986     ","72,945     ",5.9
CN3604900000000,36,049,"Lewis County, NY",2015,"11,771     ","10,939     ",832     ,7.1
CN3605100000000,36,051,"Livingston County, NY",2015,"31,149     ","29,480     ","1,669     ",5.4
CN3605300000000,36,053,"Madison County, NY",2015,"33,434     ","31,530     ","1,904     ",5.7
CN3605500000000,36,055,"Monroe County, NY",2015,"365,058     ","346,195     ","18,863     ",5.2
CN3605700000000,36,057,"Montgomery County, NY",2015,"22,318     ","20,826     ","1,492     ",6.7
CN3605900000000,36,059,"Nassau County, NY",2015,"695,815     ","665,806     ","30,009     ",4.3
CN3606100000000,36,061,"New York County, NY",2015,"931,558     ","886,648     ","44,910     ",4.8
CN3606300000000,36,063,"Niagara County, NY",2015,"101,622     ","95,287     ","6,335     ",6.2
CN3606500000000,36,065,"Oneida County, NY",2015,"103,051     ","97,494     ","5,557     ",5.4
CN3606700000000,36,067,"Onondaga County, NY",2015,"224,505     ","213,355     ","11,150     ",5.0
CN3606900000000,36,069,"Ontario County, NY",2015,"55,067     ","52,415     ","2,652     ",4.8
CN3607100000000,36,071,"Orange County, NY",2015,"178,292     ","169,866     ","8,426     ",4.7
CN3607300000000,36,073,"Orleans County, NY",2015,"18,026     ","16,860     ","1,166     ",6.5
CN3607500000000,36,075,"Oswego County, NY",2015,"54,888     ","50,932     ","3,956     ",7.2
CN3607700000000,36,077,"Otsego County, NY",2015,"29,796     ","28,208     ","1,588     ",5.3
CN3607900000000,36,079,"Putnam County, NY",2015,"50,742     ","48,540     ","2,202     ",4.3
CN3608100000000,36,081,"Queens County, NY",2015,"1,181,681     ","1,122,810     ","58,871     ",5.0
CN3608300000000,36,083,"Rensselaer County, NY",2015,"81,816     ","77,945     ","3,871     ",4.7
CN3608500000000,36,085,"Richmond County, NY",2015,"225,115     ","212,153     ","12,962     ",5.8
CN3608700000000,36,087,"Rockland County, NY",2015,"152,086     ","145,104     ","6,982     ",4.6
CN3608900000000,36,089,"St. Lawrence County, NY",2015,"47,023     ","43,760     ","3,263     ",6.9
CN3609100000000,36,091,"Saratoga County, NY",2015,"116,864     ","111,942     ","4,922     ",4.2
CN3609300000000,36,093,"Schenectady County, NY",2015,"76,734     ","73,079     ","3,655     ",4.8
CN3609500000000,36,095,"Schoharie County, NY",2015,"14,864     ","13,996     ",868     ,5.8
CN3609700000000,36,097,"Schuyler County, NY",2015,"8,613     ","8,048     ",565     ,6.6
CN3609900000000,36,099,"Seneca County, NY",2015,"15,908     ","15,079     ",829     ,5.2
CN3610100000000,36,101,"Steuben County, NY",2015,"43,914     ","41,104     ","2,810     ",6.4
CN3610300000000,36,103,"Suffolk County, NY",2015,"776,358     ","739,146     ","37,212     ",4.8
CN3610500000000,36,105,"Sullivan County, NY",2015,"33,811     ","31,942     ","1,869     ",5.5
CN3610700000000,36,107,"Tioga County, NY",2015,"23,529     ","22,204     ","1,325     ",5.6
CN3610900000000,36,109,"Tompkins County, NY",2015,"55,371     ","53,116     ","2,255     ",4.1
CN3611100000000,36,111,"Ulster County, NY",2015,"88,438     ","84,099     ","4,339     ",4.9
CN3611300000000,36,113,"Warren County, NY",2015,"32,442     ","30,620     ","1,822     ",5.6
CN3611500000000,36,115,"Washington County, NY",2015,"28,761     ","27,292     ","1,469     ",5.1
CN3611700000000,36,117,"Wayne County, NY",2015,"44,518     ","42,109     ","2,409     ",5.4
CN3611900000000,36,119,"Westchester County, NY",2015,"479,520     ","457,407     ","22,113     ",4.6
CN3612100000000,36,121,"Wyoming County, NY",2015,"18,421     ","17,365     ","1,056     ",5.7
CN3612300000000,36,123,"Yates County, NY",2015,"11,804     ","11,210     ",594     ,5.0
CN3700100000000,37,001,"Alamance County, NC",2015,"77,083     ","72,960     ","4,123     ",5.3
CN3700300000000,37,003,"Alexander County, NC",2015,"17,546     ","16,673     ",873     ,5.0
CN3700500000000,37,005,"Alleghany County, NC",2015,"4,484     ","4,207     ",277     ,6.2
CN3700700000000,37,007,"Anson County, NC",2015,"10,853     ","10,142     ",711     ,6.6
CN3700900000000,37,009,"Ashe County, NC",2015,"12,326     ","11,583     ",743     ,6.0
CN3701100000000,37,011,"Avery County, NC",2015,"7,610     ","7,156     ",454     ,6.0
CN3701300000000,37,013,"Beaufort County, NC",2015,"20,144     ","18,809     ","1,335     ",6.6
CN3701500000000,37,015,"Bertie County, NC",2015,"8,630     ","8,003     ",627     ,7.3
CN3701700000000,37,017,"Bladen County, NC",2015,"14,857     ","13,672     ","1,185     ",8.0
CN3701900000000,37,019,"Brunswick County, NC",2015,"48,509     ","45,013     ","3,496     ",7.2
CN3702100000000,37,021,"Buncombe County, NC",2015,"130,911     ","125,223     ","5,688     ",4.3
CN3702300000000,37,023,"Burke County, NC",2015,"39,574     ","37,310     ","2,264     ",5.7
CN3702500000000,37,025,"Cabarrus County, NC",2015,"96,803     ","91,792     ","5,011     ",5.2
CN3702700000000,37,027,"Caldwell County, NC",2015,"35,501     ","33,261     ","2,240     ",6.3
CN3702900000000,37,029,"Camden County, NC",2015,"4,612     ","4,345     ",267     ,5.8
CN3703100000000,37,031,"Carteret County, NC",2015,"31,399     ","29,535     ","1,864     ",5.9
CN3703300000000,37,033,"Caswell County, NC",2015,"9,622     ","9,008     ",614     ,6.4
CN3703500000000,37,035,"Catawba County, NC",2015,"74,774     ","70,613     ","4,161     ",5.6
CN3703700000000,37,037,"Chatham County, NC",2015,"32,900     ","31,336     ","1,564     ",4.8
CN3703900000000,37,039,"Cherokee County, NC",2015,"11,170     ","10,445     ",725     ,6.5
CN3704100000000,37,041,"Chowan County, NC",2015,"5,662     ","5,252     ",410     ,7.2
CN3704300000000,37,043,"Clay County, NC",2015,"4,100     ","3,849     ",251     ,6.1
CN3704500000000,37,045,"Cleveland County, NC",2015,"45,926     ","42,956     ","2,970     ",6.5
CN3704700000000,37,047,"Columbus County, NC",2015,"22,615     ","20,895     ","1,720     ",7.6
CN3704900000000,37,049,"Craven County, NC",2015,"41,439     ","38,904     ","2,535     ",6.1
CN3705100000000,37,051,"Cumberland County, NC",2015,"126,488     ","117,169     ","9,319     ",7.4
CN3705300000000,37,053,"Currituck County, NC",2015,"12,758     ","12,010     ",748     ,5.9
CN3705500000000,37,055,"Dare County, NC",2015,"20,242     ","18,733     ","1,509     ",7.5
CN3705700000000,37,057,"Davidson County, NC",2015,"79,038     ","74,652     ","4,386     ",5.5
CN3705900000000,37,059,"Davie County, NC",2015,"19,841     ","18,841     ","1,000     ",5.0
CN3706100000000,37,061,"Duplin County, NC",2015,"26,657     ","25,114     ","1,543     ",5.8
CN3706300000000,37,063,"Durham County, NC",2015,"155,994     ","148,179     ","7,815     ",5.0
CN3706500000000,37,065,"Edgecombe County, NC",2015,"23,078     ","20,859     ","2,219     ",9.6
CN3706700000000,37,067,"Forsyth County, NC",2015,"179,226     ","169,352     ","9,874     ",5.5
CN3706900000000,37,069,"Franklin County, NC",2015,"29,044     ","27,344     ","1,700     ",5.9
CN3707100000000,37,071,"Gaston County, NC",2015,"103,234     ","97,074     ","6,160     ",6.0
CN3707300000000,37,073,"Gates County, NC",2015,"5,225     ","4,937     ",288     ,5.5
CN3707500000000,37,075,"Graham County, NC",2015,"3,178     ","2,792     ",386     ,12.1
CN3707700000000,37,077,"Granville County, NC",2015,"28,556     ","27,132     ","1,424     ",5.0
CN3707900000000,37,079,"Greene County, NC",2015,"9,492     ","8,967     ",525     ,5.5
CN3708100000000,37,081,"Guilford County, NC",2015,"256,090     ","241,032     ","15,058     ",5.9
CN3708300000000,37,083,"Halifax County, NC",2015,"20,875     ","19,022     ","1,853     ",8.9
CN3708500000000,37,085,"Harnett County, NC",2015,"50,167     ","46,788     ","3,379     ",6.7
CN3708700000000,37,087,"Haywood County, NC",2015,"27,858     ","26,404     ","1,454     ",5.2
CN3708900000000,37,089,"Henderson County, NC",2015,"50,697     ","48,299     ","2,398     ",4.7
CN3709100000000,37,091,"Hertford County, NC",2015,"9,238     ","8,584     ",654     ,7.1
CN3709300000000,37,093,"Hoke County, NC",2015,"19,339     ","17,779     ","1,560     ",8.1
CN3709500000000,37,095,"Hyde County, NC",2015,"2,178     ","1,979     ",199     ,9.1
CN3709700000000,37,097,"Iredell County, NC",2015,"81,897     ","77,411     ","4,486     ",5.5
CN3709900000000,37,099,"Jackson County, NC",2015,"18,518     ","17,389     ","1,129     ",6.1
CN3710100000000,37,101,"Johnston County, NC",2015,"88,283     ","83,732     ","4,551     ",5.2
CN3710300000000,37,103,"Jones County, NC",2015,"4,547     ","4,282     ",265     ,5.8
CN3710500000000,37,105,"Lee County, NC",2015,"26,005     ","24,115     ","1,890     ",7.3
CN3710700000000,37,107,"Lenoir County, NC",2015,"27,876     ","26,086     ","1,790     ",6.4
CN3710900000000,37,109,"Lincoln County, NC",2015,"40,637     ","38,430     ","2,207     ",5.4
CN3711100000000,37,111,"McDowell County, NC",2015,"21,325     ","20,145     ","1,180     ",5.5
CN3711300000000,37,113,"Macon County, NC",2015,"15,168     ","14,235     ",933     ,6.2
CN3711500000000,37,115,"Madison County, NC",2015,"9,613     ","9,068     ",545     ,5.7
CN3711700000000,37,117,"Martin County, NC",2015,"9,731     ","8,981     ",750     ,7.7
CN3711900000000,37,119,"Mecklenburg County, NC",2015,"562,314     ","532,171     ","30,143     ",5.4
CN3712100000000,37,121,"Mitchell County, NC",2015,"6,335     ","5,896     ",439     ,6.9
CN3712300000000,37,123,"Montgomery County, NC",2015,"11,683     ","11,018     ",665     ,5.7
CN3712500000000,37,125,"Moore County, NC",2015,"38,190     ","35,970     ","2,220     ",5.8
CN3712700000000,37,127,"Nash County, NC",2015,"43,937     ","40,716     ","3,221     ",7.3
CN3712900000000,37,129,"New Hanover County, NC",2015,"113,185     ","107,131     ","6,054     ",5.3
CN3713100000000,37,131,"Northampton County, NC",2015,"7,849     ","7,250     ",599     ,7.6
CN3713300000000,37,133,"Onslow County, NC",2015,"63,959     ","60,103     ","3,856     ",6.0
CN3713500000000,37,135,"Orange County, NC",2015,"74,172     ","70,757     ","3,415     ",4.6
CN3713700000000,37,137,"Pamlico County, NC",2015,"5,366     ","5,041     ",325     ,6.1
CN3713900000000,37,139,"Pasquotank County, NC",2015,"17,402     ","16,118     ","1,284     ",7.4
CN3714100000000,37,141,"Pender County, NC",2015,"25,825     ","24,250     ","1,575     ",6.1
CN3714300000000,37,143,"Perquimans County, NC",2015,"5,153     ","4,786     ",367     ,7.1
CN3714500000000,37,145,"Person County, NC",2015,"18,132     ","16,911     ","1,221     ",6.7
CN3714700000000,37,147,"Pitt County, NC",2015,"87,628     ","82,289     ","5,339     ",6.1
CN3714900000000,37,149,"Polk County, NC",2015,"8,699     ","8,254     ",445     ,5.1
CN3715100000000,37,151,"Randolph County, NC",2015,"67,250     ","63,445     ","3,805     ",5.7
CN3715300000000,37,153,"Richmond County, NC",2015,"17,220     ","15,861     ","1,359     ",7.9
CN3715500000000,37,155,"Robeson County, NC",2015,"51,630     ","47,265     ","4,365     ",8.5
CN3715700000000,37,157,"Rockingham County, NC",2015,"41,484     ","38,751     ","2,733     ",6.6
CN3715900000000,37,159,"Rowan County, NC",2015,"63,805     ","59,963     ","3,842     ",6.0
CN3716100000000,37,161,"Rutherford County, NC",2015,"25,046     ","23,083     ","1,963     ",7.8
CN3716300000000,37,163,"Sampson County, NC",2015,"29,549     ","27,789     ","1,760     ",6.0
CN3716500000000,37,165,"Scotland County, NC",2015,"11,889     ","10,618     ","1,271     ",10.7
CN3716700000000,37,167,"Stanly County, NC",2015,"28,779     ","27,241     ","1,538     ",5.3
CN3716900000000,37,169,"Stokes County, NC",2015,"21,991     ","20,803     ","1,188     ",5.4
CN3717100000000,37,171,"Surry County, NC",2015,"33,341     ","31,519     ","1,822     ",5.5
CN3717300000000,37,173,"Swain County, NC",2015,"6,675     ","6,151     ",524     ,7.9
CN3717500000000,37,175,"Transylvania County, NC",2015,"13,503     ","12,759     ",744     ,5.5
CN3717700000000,37,177,"Tyrrell County, NC",2015,"1,580     ","1,432     ",148     ,9.4
CN3717900000000,37,179,"Union County, NC",2015,"111,919     ","106,521     ","5,398     ",4.8
CN3718100000000,37,181,"Vance County, NC",2015,"18,105     ","16,548     ","1,557     ",8.6
CN3718300000000,37,183,"Wake County, NC",2015,"539,432     ","514,344     ","25,088     ",4.7
CN3718500000000,37,185,"Warren County, NC",2015,"7,245     ","6,639     ",606     ,8.4
CN3718700000000,37,187,"Washington County, NC",2015,"4,986     ","4,546     ",440     ,8.8
CN3718900000000,37,189,"Watauga County, NC",2015,"27,500     ","26,149     ","1,351     ",4.9
CN3719100000000,37,191,"Wayne County, NC",2015,"53,947     ","50,656     ","3,291     ",6.1
CN3719300000000,37,193,"Wilkes County, NC",2015,"29,614     ","27,917     ","1,697     ",5.7
CN3719500000000,37,195,"Wilson County, NC",2015,"36,646     ","33,142     ","3,504     ",9.6
CN3719700000000,37,197,"Yadkin County, NC",2015,"17,709     ","16,825     ",884     ,5.0
CN3719900000000,37,199,"Yancey County, NC",2015,"7,434     ","6,992     ",442     ,5.9
CN3800100000000,38,001,"Adams County, ND",2015,"1,116     ","1,084     ",32     ,2.9
CN3800300000000,38,003,"Barnes County, ND",2015,"5,648     ","5,469     ",179     ,3.2
CN3800500000000,38,005,"Benson County, ND",2015,"2,499     ","2,386     ",113     ,4.5
CN3800700000000,38,007,"Billings County, ND",2015,472     ,458     ,14     ,3.0
CN3800900000000,38,009,"Bottineau County, ND",2015,"3,251     ","3,112     ",139     ,4.3
CN3801100000000,38,011,"Bowman County, ND",2015,"1,851     ","1,817     ",34     ,1.8
CN3801300000000,38,013,"Burke County, ND",2015,"1,176     ","1,138     ",38     ,3.2
CN3801500000000,38,015,"Burleigh County, ND",2015,"48,739     ","47,598     ","1,141     ",2.3
CN3801700000000,38,017,"Cass County, ND",2015,"95,023     ","92,932     ","2,091     ",2.2
