                               Labor Force Data by County, 2017 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1301100000000   13     011   Banks County, GA                                  2017         9,242        8,876        366      4.0
CN1301300000000   13     013   Barrow County, GA                                 2017        38,866       37,280      1,586      4.1
CN1301500000000   13     015   Bartow County, GA                                 2017        49,763       47,468      2,295      4.6
CN1301700000000   13     017   Ben Hill County, GA                               2017         5,511        5,078        433      7.9
CN1301900000000   13     019   Berrien County, GA                                2017         7,419        7,042        377      5.1
CN1302100000000   13     021   Bibb County, GA                                   2017        69,653       65,922      3,731      5.4
CN1302300000000   13     023   Bleckley County, GA                               2017         4,581        4,263        318      6.9
CN1302500000000   13     025   Brantley County, GA                               2017         7,238        6,818        420      5.8
CN1302700000000   13     027   Brooks County, GA                                 2017         7,158        6,835        323      4.5
CN1302900000000   13     029   Bryan County, GA                                  2017        17,325       16,593        732      4.2
CN1303100000000   13     031   Bulloch County, GA                                2017        37,157       35,299      1,858      5.0
CN1303300000000   13     033   Burke County, GA                                  2017         9,479        8,808        671      7.1
CN1303500000000   13     035   Butts County, GA                                  2017        10,684       10,167        517      4.8
CN1303700000000   13     037   Calhoun County, GA                                2017         2,236        2,119        117      5.2
CN1303900000000   13     039   Camden County, GA                                 2017        20,906       19,823      1,083      5.2
CN1304300000000   13     043   Candler County, GA                                2017         5,270        5,051        219      4.2
CN1304500000000   13     045   Carroll County, GA                                2017        55,039       52,272      2,767      5.0
CN1304700000000   13     047   Catoosa County, GA                                2017        33,123       31,747      1,376      4.2
CN1304900000000   13     049   Charlton County, GA                               2017         4,841        4,595        246      5.1
CN1305100000000   13     051   Chatham County, GA                                2017       139,026      132,767      6,259      4.5
CN1305300000000   13     053   Chattahoochee County, GA                          2017         2,088        1,935        153      7.3
CN1305500000000   13     055   Chattooga County, GA                              2017        10,632       10,128        504      4.7
CN1305700000000   13     057   Cherokee County, GA                               2017       129,987      125,131      4,856      3.7
CN1305900000000   13     059   Clarke County, GA                                 2017        60,980       58,078      2,902      4.8
CN1306100000000   13     061   Clay County, GA                                   2017           875          797         78      8.9
CN1306300000000   13     063   Clayton County, GA                                2017       134,595      126,727      7,868      5.8
CN1306500000000   13     065   Clinch County, GA                                 2017         2,825        2,669        156      5.5
CN1306700000000   13     067   Cobb County, GA                                   2017       423,398      406,109     17,289      4.1
CN1306900000000   13     069   Coffee County, GA                                 2017        18,436       17,482        954      5.2
CN1307100000000   13     071   Colquitt County, GA                               2017        22,195       21,192      1,003      4.5
CN1307300000000   13     073   Columbia County, GA                               2017        72,880       69,833      3,047      4.2
CN1307500000000   13     075   Cook County, GA                                   2017         7,732        7,375        357      4.6
CN1307700000000   13     077   Coweta County, GA                                 2017        72,479       69,436      3,043      4.2
CN1307900000000   13     079   Crawford County, GA                               2017         5,758        5,470        288      5.0
CN1308100000000   13     081   Crisp County, GA                                  2017         9,462        8,968        494      5.2
CN1308300000000   13     083   Dade County, GA                                   2017         8,282        7,918        364      4.4
CN1308500000000   13     085   Dawson County, GA                                 2017        11,688       11,231        457      3.9
CN1308700000000   13     087   Decatur County, GA                                2017        11,663       11,006        657      5.6
CN1308900000000   13     089   DeKalb County, GA                                 2017       394,688      375,712     18,976      4.8
CN1309100000000   13     091   Dodge County, GA                                  2017         7,126        6,677        449      6.3
CN1309300000000   13     093   Dooly County, GA                                  2017         5,105        4,843        262      5.1
CN1309500000000   13     095   Dougherty County, GA                              2017        39,080       36,689      2,391      6.1
CN1309700000000   13     097   Douglas County, GA                                2017        72,367       68,825      3,542      4.9
CN1309900000000   13     099   Early County, GA                                  2017         4,555        4,305        250      5.5
CN1310100000000   13     101   Echols County, GA                                 2017         1,933        1,859         74      3.8
CN1310300000000   13     103   Effingham County, GA                              2017        29,036       27,840      1,196      4.1
CN1310500000000   13     105   Elbert County, GA                                 2017         7,874        7,455        419      5.3
CN1310700000000   13     107   Emanuel County, GA                                2017         8,683        8,101        582      6.7
CN1310900000000   13     109   Evans County, GA                                  2017         4,921        4,706        215      4.4
CN1311100000000   13     111   Fannin County, GA                                 2017        11,006       10,481        525      4.8
CN1311300000000   13     113   Fayette County, GA                                2017        57,431       55,086      2,345      4.1
CN1311500000000   13     115   Floyd County, GA                                  2017        44,296       41,986      2,310      5.2
CN1311700000000   13     117   Forsyth County, GA                                2017       114,728      110,421      4,307      3.8
CN1311900000000   13     119   Franklin County, GA                               2017        10,019        9,541        478      4.8
CN1312100000000   13     121   Fulton County, GA                                 2017       548,023      521,549     26,474      4.8
CN1312300000000   13     123   Gilmer County, GA                                 2017        11,988       11,387        601      5.0
CN1312500000000   13     125   Glascock County, GA                               2017         1,303        1,237         66      5.1
CN1312700000000   13     127   Glynn County, GA                                  2017        39,838       37,951      1,887      4.7
CN1312900000000   13     129   Gordon County, GA                                 2017        26,745       25,503      1,242      4.6
CN1313100000000   13     131   Grady County, GA                                  2017        10,750       10,223        527      4.9
CN1313300000000   13     133   Greene County, GA                                 2017         6,817        6,466        351      5.1
CN1313500000000   13     135   Gwinnett County, GA                               2017       482,878      462,438     20,440      4.2
CN1313700000000   13     137   Habersham County, GA                              2017        19,372       18,485        887      4.6
CN1313900000000   13     139   Hall County, GA                                   2017       100,338       96,413      3,925      3.9
CN1314100000000   13     141   Hancock County, GA                                2017         2,569        2,386        183      7.1
CN1314300000000   13     143   Haralson County, GA                               2017        12,491       11,894        597      4.8
CN1314500000000   13     145   Harris County, GA                                 2017        16,350       15,653        697      4.3
CN1314700000000   13     147   Hart County, GA                                   2017        11,259       10,758        501      4.4
CN1314900000000   13     149   Heard County, GA                                  2017         5,143        4,885        258      5.0
CN1315100000000   13     151   Henry County, GA                                  2017       112,204      106,742      5,462      4.9
CN1315300000000   13     153   Houston County, GA                                2017        69,194       65,899      3,295      4.8
CN1315500000000   13     155   Irwin County, GA                                  2017         3,280        3,048        232      7.1
CN1315700000000   13     157   Jackson County, GA                                2017        35,004       33,729      1,275      3.6
CN1315900000000   13     159   Jasper County, GA                                 2017         6,811        6,516        295      4.3
CN1316100000000   13     161   Jeff Davis County, GA                             2017         6,159        5,788        371      6.0
CN1316300000000   13     163   Jefferson County, GA                              2017         6,760        6,334        426      6.3
CN1316500000000   13     165   Jenkins County, GA                                2017         3,206        2,987        219      6.8
CN1316700000000   13     167   Johnson County, GA                                2017         4,003        3,797        206      5.1
CN1316900000000   13     169   Jones County, GA                                  2017        14,045       13,430        615      4.4
CN1317100000000   13     171   Lamar County, GA                                  2017         8,126        7,665        461      5.7
CN1317300000000   13     173   Lanier County, GA                                 2017         3,874        3,676        198      5.1
CN1317500000000   13     175   Laurens County, GA                                2017        19,445       18,294      1,151      5.9
CN1317700000000   13     177   Lee County, GA                                    2017        14,956       14,324        632      4.2
CN1317900000000   13     179   Liberty County, GA                                2017        25,838       24,490      1,348      5.2
CN1318100000000   13     181   Lincoln County, GA                                2017         3,578        3,389        189      5.3
CN1318300000000   13     183   Long County, GA                                   2017         7,703        7,321        382      5.0
CN1318500000000   13     185   Lowndes County, GA                                2017        51,826       49,391      2,435      4.7
CN1318700000000   13     187   Lumpkin County, GA                                2017        16,756       16,083        673      4.0
CN1318900000000   13     189   McDuffie County, GA                               2017         8,964        8,405        559      6.2
CN1319100000000   13     191   McIntosh County, GA                               2017         6,120        5,808        312      5.1
CN1319300000000   13     193   Macon County, GA                                  2017         4,763        4,430        333      7.0
CN1319500000000   13     195   Madison County, GA                                2017        13,602       13,020        582      4.3
CN1319700000000   13     197   Marion County, GA                                 2017         3,421        3,213        208      6.1
CN1319900000000   13     199   Meriwether County, GA                             2017         9,012        8,482        530      5.9
CN1320100000000   13     201   Miller County, GA                                 2017         2,840        2,711        129      4.5
CN1320500000000   13     205   Mitchell County, GA                               2017         8,538        7,995        543      6.4
CN1320700000000   13     207   Monroe County, GA                                 2017        13,235       12,637        598      4.5
CN1320900000000   13     209   Montgomery County, GA                             2017         3,811        3,558        253      6.6
CN1321100000000   13     211   Morgan County, GA                                 2017         9,015        8,606        409      4.5
CN1321300000000   13     213   Murray County, GA                                 2017        15,815       14,833        982      6.2
CN1321500000000   13     215   Muscogee County, GA                               2017        79,554       74,739      4,815      6.1
CN1321700000000   13     217   Newton County, GA                                 2017        51,535       48,794      2,741      5.3
CN1321900000000   13     219   Oconee County, GA                                 2017        19,231       18,550        681      3.5
CN1322100000000   13     221   Oglethorpe County, GA                             2017         7,212        6,902        310      4.3
CN1322300000000   13     223   Paulding County, GA                               2017        82,244       78,836      3,408      4.1
CN1322500000000   13     225   Peach County, GA                                  2017        11,669       10,986        683      5.9
CN1322700000000   13     227   Pickens County, GA                                2017        14,857       14,220        637      4.3
CN1322900000000   13     229   Pierce County, GA                                 2017         8,840        8,439        401      4.5
CN1323100000000   13     231   Pike County, GA                                   2017         8,667        8,280        387      4.5
CN1323300000000   13     233   Polk County, GA                                   2017        18,470       17,494        976      5.3
CN1323500000000   13     235   Pulaski County, GA                                2017         4,149        3,930        219      5.3
CN1323700000000   13     237   Putnam County, GA                                 2017         8,145        7,670        475      5.8
CN1323900000000   13     239   Quitman County, GA                                2017           827          778         49      5.9
CN1324100000000   13     241   Rabun County, GA                                  2017         6,915        6,570        345      5.0
CN1324300000000   13     243   Randolph County, GA                               2017         2,510        2,343        167      6.7
CN1324500000000   13     245   Richmond County, GA                               2017        86,601       81,450      5,151      5.9
CN1324700000000   13     247   Rockdale County, GA                               2017        44,641       42,284      2,357      5.3
CN1324900000000   13     249   Schley County, GA                                 2017         2,130        2,011        119      5.6
CN1325100000000   13     251   Screven County, GA                                2017         5,275        4,939        336      6.4
CN1325300000000   13     253   Seminole County, GA                               2017         3,124        2,919        205      6.6
CN1325500000000   13     255   Spalding County, GA                               2017        28,529       26,870      1,659      5.8
CN1325700000000   13     257   Stephens County, GA                               2017        11,020       10,438        582      5.3
CN1325900000000   13     259   Stewart County, GA                                2017         2,266        2,133        133      5.9
CN1326100000000   13     261   Sumter County, GA                                 2017        12,941       12,043        898      6.9
CN1326300000000   13     263   Talbot County, GA                                 2017         2,797        2,625        172      6.1
CN1326500000000   13     265   Taliaferro County, GA                             2017           572          533         39      6.8
CN1326700000000   13     267   Tattnall County, GA                               2017         9,626        9,147        479      5.0
CN1326900000000   13     269   Taylor County, GA                                 2017         2,844        2,595        249      8.8
CN1327100000000   13     271   Telfair County, GA                                2017         4,800        4,424        376      7.8
CN1327300000000   13     273   Terrell County, GA                                2017         3,759        3,534        225      6.0
CN1327500000000   13     275   Thomas County, GA                                 2017        17,273       16,255      1,018      5.9
CN1327700000000   13     277   Tift County, GA                                   2017        19,253       18,339        914      4.7
CN1327900000000   13     279   Toombs County, GA                                 2017        12,005       11,223        782      6.5
CN1328100000000   13     281   Towns County, GA                                  2017         3,839        3,588        251      6.5
CN1328300000000   13     283   Treutlen County, GA                               2017         2,752        2,569        183      6.6
CN1328500000000   13     285   Troup County, GA                                  2017        37,665       35,996      1,669      4.4
CN1328700000000   13     287   Turner County, GA                                 2017         3,305        3,116        189      5.7
CN1328900000000   13     289   Twiggs County, GA                                 2017         2,973        2,747        226      7.6
CN1329100000000   13     291   Union County, GA                                  2017        10,188        9,732        456      4.5
CN1329300000000   13     293   Upson County, GA                                  2017        11,295       10,669        626      5.5
CN1329500000000   13     295   Walker County, GA                                 2017        30,728       29,326      1,402      4.6
CN1329700000000   13     297   Walton County, GA                                 2017        44,747       42,813      1,934      4.3
CN1329900000000   13     299   Ware County, GA                                   2017        15,972       15,243        729      4.6
CN1330100000000   13     301   Warren County, GA                                 2017         2,725        2,563        162      5.9
CN1330300000000   13     303   Washington County, GA                             2017         7,373        6,930        443      6.0
CN1330500000000   13     305   Wayne County, GA                                  2017        11,371       10,714        657      5.8
CN1330700000000   13     307   Webster County, GA                                2017           988          913         75      7.6
CN1330900000000   13     309   Wheeler County, GA                                2017         1,758        1,601        157      8.9
CN1331100000000   13     311   White County, GA                                  2017        15,745       15,133        612      3.9
CN1331300000000   13     313   Whitfield County, GA                              2017        45,297       42,821      2,476      5.5
CN1331500000000   13     315   Wilcox County, GA                                 2017         2,742        2,579        163      5.9
CN1331700000000   13     317   Wilkes County, GA                                 2017         3,836        3,618        218      5.7
CN1331900000000   13     319   Wilkinson County, GA                              2017         3,845        3,625        220      5.7
CN1332100000000   13     321   Worth County, GA                                  2017         9,353        8,893        460      4.9
CN1500100000000   15     001   Hawaii County, HI                                 2017        91,412       88,847      2,565      2.8
CN1500300000000   15     003   Honolulu County/city, HI                          2017       471,330      460,776     10,554      2.2
CN1500700000000   15     007   Kauai County, HI                                  2017        36,132       35,273        859      2.4
CN1500900000000   15     009   Maui County, HI                                   2017        86,545       84,346      2,199      2.5
CN1600100000000   16     001   Ada County, ID                                    2017       232,954      226,485      6,469      2.8
CN1600300000000   16     003   Adams County, ID                                  2017         1,748        1,649         99      5.7
CN1600500000000   16     005   Bannock County, ID                                2017        41,733       40,475      1,258      3.0
CN1600700000000   16     007   Bear Lake County, ID                              2017         2,803        2,712         91      3.2
CN1600900000000   16     009   Benewah County, ID                                2017         3,993        3,772        221      5.5
CN1601100000000   16     011   Bingham County, ID                                2017        22,946       22,268        678      3.0
CN1601300000000   16     013   Blaine County, ID                                 2017        12,277       11,966        311      2.5
CN1601500000000   16     015   Boise County, ID                                  2017         3,200        3,047        153      4.8
CN1601700000000   16     017   Bonner County, ID                                 2017        19,131       18,272        859      4.5
CN1601900000000   16     019   Bonneville County, ID                             2017        53,517       52,087      1,430      2.7
CN1602100000000   16     021   Boundary County, ID                               2017         5,135        4,891        244      4.8
CN1602300000000   16     023   Butte County, ID                                  2017         1,314        1,274         40      3.0
CN1602500000000   16     025   Camas County, ID                                  2017           676          658         18      2.7
CN1602700000000   16     027   Canyon County, ID                                 2017        96,377       92,955      3,422      3.6
CN1602900000000   16     029   Caribou County, ID                                2017         3,814        3,693        121      3.2
CN1603100000000   16     031   Cassia County, ID                                 2017        11,718       11,429        289      2.5
CN1603300000000   16     033   Clark County, ID                                  2017           403          392         11      2.7
CN1603500000000   16     035   Clearwater County, ID                             2017         3,039        2,830        209      6.9
CN1603700000000   16     037   Custer County, ID                                 2017         2,151        2,060         91      4.2
CN1603900000000   16     039   Elmore County, ID                                 2017        11,144       10,741        403      3.6
CN1604100000000   16     041   Franklin County, ID                               2017         6,723        6,570        153      2.3
CN1604300000000   16     043   Fremont County, ID                                2017         7,583        7,381        202      2.7
CN1604500000000   16     045   Gem County, ID                                    2017         7,934        7,623        311      3.9
CN1604700000000   16     047   Gooding County, ID                                2017         8,054        7,857        197      2.4
CN1604900000000   16     049   Idaho County, ID                                  2017         6,246        5,937        309      4.9
CN1605100000000   16     051   Jefferson County, ID                              2017        13,057       12,730        327      2.5
CN1605300000000   16     053   Jerome County, ID                                 2017        11,763       11,442        321      2.7
CN1605500000000   16     055   Kootenai County, ID                               2017        75,457       72,557      2,900      3.8
CN1605700000000   16     057   Latah County, ID                                  2017        20,140       19,606        534      2.7
CN1605900000000   16     059   Lemhi County, ID                                  2017         3,472        3,291        181      5.2
CN1606100000000   16     061   Lewis County, ID                                  2017         1,604        1,510         94      5.9
CN1606300000000   16     063   Lincoln County, ID                                2017         2,710        2,623         87      3.2
CN1606500000000   16     065   Madison County, ID                                2017        21,269       20,866        403      1.9
CN1606700000000   16     067   Minidoka County, ID                               2017        11,000       10,707        293      2.7
CN1606900000000   16     069   Nez Perce County, ID                              2017        21,264       20,662        602      2.8
CN1607100000000   16     071   Oneida County, ID                                 2017         2,254        2,190         64      2.8
CN1607300000000   16     073   Owyhee County, ID                                 2017         5,178        4,971        207      4.0
CN1607500000000   16     075   Payette County, ID                                2017        11,512       11,061        451      3.9
CN1607700000000   16     077   Power County, ID                                  2017         3,952        3,818        134      3.4
CN1607900000000   16     079   Shoshone County, ID                               2017         5,041        4,725        316      6.3
CN1608100000000   16     081   Teton County, ID                                  2017         6,088        5,922        166      2.7
CN1608300000000   16     083   Twin Falls County, ID                             2017        41,351       40,156      1,195      2.9
CN1608500000000   16     085   Valley County, ID                                 2017         5,131        4,906        225      4.4
CN1608700000000   16     087   Washington County, ID                             2017         4,611        4,396        215      4.7
CN1700100000000   17     001   Adams County, IL                                  2017        32,237       31,008      1,229      3.8
CN1700300000000   17     003   Alexander County, IL                              2017         2,161        1,989        172      8.0
CN1700500000000   17     005   Bond County, IL                                   2017         7,817        7,478        339      4.3
CN1700700000000   17     007   Boone County, IL                                  2017        25,978       24,269      1,709      6.6
CN1700900000000   17     009   Brown County, IL                                  2017         2,842        2,761         81      2.9
CN1701100000000   17     011   Bureau County, IL                                 2017        17,319       16,490        829      4.8
CN1701300000000   17     013   Calhoun County, IL                                2017         2,352        2,227        125      5.3
CN1701500000000   17     015   Carroll County, IL                                2017         7,607        7,263        344      4.5
CN1701700000000   17     017   Cass County, IL                                   2017         6,157        5,882        275      4.5
CN1701900000000   17     019   Champaign County, IL                              2017       104,527      100,100      4,427      4.2
CN1702100000000   17     021   Christian County, IL                              2017        14,687       13,919        768      5.2
CN1702300000000   17     023   Clark County, IL                                  2017         7,845        7,470        375      4.8
CN1702500000000   17     025   Clay County, IL                                   2017         6,623        6,277        346      5.2
CN1702700000000   17     027   Clinton County, IL                                2017        20,251       19,547        704      3.5
CN1702900000000   17     029   Coles County, IL                                  2017        24,429       23,308      1,121      4.6
CN1703100000000   17     031   Cook County, IL                                   2017     2,653,153    2,514,113    139,040      5.2
CN1703300000000   17     033   Crawford County, IL                               2017         8,778        8,323        455      5.2
CN1703500000000   17     035   Cumberland County, IL                             2017         6,096        5,858        238      3.9
CN1703700000000   17     037   DeKalb County, IL                                 2017        54,651       52,180      2,471      4.5
CN1703900000000   17     039   De Witt County, IL                                2017         7,740        7,386        354      4.6
CN1704100000000   17     041   Douglas County, IL                                2017        10,120        9,714        406      4.0
CN1704300000000   17     043   DuPage County, IL                                 2017       515,683      494,644     21,039      4.1
CN1704500000000   17     045   Edgar County, IL                                  2017         9,426        8,974        452      4.8
CN1704700000000   17     047   Edwards County, IL                                2017         2,838        2,710        128      4.5
CN1704900000000   17     049   Effingham County, IL                              2017        18,787       18,083        704      3.7
CN1705100000000   17     051   Fayette County, IL                                2017         9,585        9,065        520      5.4
CN1705300000000   17     053   Ford County, IL                                   2017         6,483        6,178        305      4.7
CN1705500000000   17     055   Franklin County, IL                               2017        16,425       15,380      1,045      6.4
CN1705700000000   17     057   Fulton County, IL                                 2017        15,430       14,464        966      6.3
CN1705900000000   17     059   Gallatin County, IL                               2017         2,455        2,316        139      5.7
CN1706100000000   17     061   Greene County, IL                                 2017         5,965        5,666        299      5.0
CN1706300000000   17     063   Grundy County, IL                                 2017        25,658       24,136      1,522      5.9
CN1706500000000   17     065   Hamilton County, IL                               2017         4,416        4,221        195      4.4
CN1706700000000   17     067   Hancock County, IL                                2017         8,483        8,051        432      5.1
CN1706900000000   17     069   Hardin County, IL                                 2017         1,336        1,234        102      7.6
CN1707100000000   17     071   Henderson County, IL                              2017         3,643        3,461        182      5.0
CN1707300000000   17     073   Henry County, IL                                  2017        24,790       23,545      1,245      5.0
CN1707500000000   17     075   Iroquois County, IL                               2017        14,668       14,014        654      4.5
CN1707700000000   17     077   Jackson County, IL                                2017        27,990       26,759      1,231      4.4
CN1707900000000   17     079   Jasper County, IL                                 2017         4,520        4,302        218      4.8
CN1708100000000   17     081   Jefferson County, IL                              2017        17,341       16,406        935      5.4
CN1708300000000   17     083   Jersey County, IL                                 2017        10,931       10,413        518      4.7
CN1708500000000   17     085   Jo Daviess County, IL                             2017        11,002       10,518        484      4.4
CN1708700000000   17     087   Johnson County, IL                                2017         4,084        3,785        299      7.3
CN1708900000000   17     089   Kane County, IL                                   2017       267,675      255,037     12,638      4.7
CN1709100000000   17     091   Kankakee County, IL                               2017        55,854       52,935      2,919      5.2
CN1709300000000   17     093   Kendall County, IL                                2017        67,862       64,820      3,042      4.5
CN1709500000000   17     095   Knox County, IL                                   2017        22,472       21,328      1,144      5.1
CN1709700000000   17     097   Lake County, IL                                   2017       370,972      354,622     16,350      4.4
CN1709900000000   17     099   LaSalle County, IL                                2017        55,642       52,569      3,073      5.5
CN1710100000000   17     101   Lawrence County, IL                               2017         6,042        5,681        361      6.0
CN1710300000000   17     103   Lee County, IL                                    2017        17,784       17,028        756      4.3
CN1710500000000   17     105   Livingston County, IL                             2017        16,611       15,882        729      4.4
CN1710700000000   17     107   Logan County, IL                                  2017        12,827       12,246        581      4.5
CN1710900000000   17     109   McDonough County, IL                              2017        13,485       12,827        658      4.9
CN1711100000000   17     111   McHenry County, IL                                2017       167,389      159,780      7,609      4.5
CN1711300000000   17     113   McLean County, IL                                 2017        88,354       84,768      3,586      4.1
CN1711500000000   17     115   Macon County, IL                                  2017        49,202       46,514      2,688      5.5
CN1711700000000   17     117   Macoupin County, IL                               2017        23,071       21,971      1,100      4.8
CN1711900000000   17     119   Madison County, IL                                2017       133,452      127,266      6,186      4.6
CN1712100000000   17     121   Marion County, IL                                 2017        17,637       16,730        907      5.1
CN1712300000000   17     123   Marshall County, IL                               2017         5,470        5,180        290      5.3
CN1712500000000   17     125   Mason County, IL                                  2017         6,375        5,995        380      6.0
CN1712700000000   17     127   Massac County, IL                                 2017         5,875        5,503        372      6.3
CN1712900000000   17     129   Menard County, IL                                 2017         6,723        6,453        270      4.0
CN1713100000000   17     131   Mercer County, IL                                 2017         8,067        7,662        405      5.0
CN1713300000000   17     133   Monroe County, IL                                 2017        18,356       17,752        604      3.3
CN1713500000000   17     135   Montgomery County, IL                             2017        11,886       11,218        668      5.6
CN1713700000000   17     137   Morgan County, IL                                 2017        16,437       15,732        705      4.3
CN1713900000000   17     139   Moultrie County, IL                               2017         7,269        6,990        279      3.8
CN1714100000000   17     141   Ogle County, IL                                   2017        25,178       23,911      1,267      5.0
CN1714300000000   17     143   Peoria County, IL                                 2017        85,721       80,773      4,948      5.8
CN1714500000000   17     145   Perry County, IL                                  2017         8,319        7,828        491      5.9
CN1714700000000   17     147   Piatt County, IL                                  2017         8,453        8,116        337      4.0
CN1714900000000   17     149   Pike County, IL                                   2017         7,192        6,872        320      4.4
CN1715100000000   17     151   Pope County, IL                                   2017         1,754        1,646        108      6.2
CN1715300000000   17     153   Pulaski County, IL                                2017         2,098        1,934        164      7.8
CN1715500000000   17     155   Putnam County, IL                                 2017         2,985        2,842        143      4.8
CN1715700000000   17     157   Randolph County, IL                               2017        14,114       13,501        613      4.3
CN1715900000000   17     159   Richland County, IL                               2017         7,535        7,182        353      4.7
CN1716100000000   17     161   Rock Island County, IL                            2017        70,698       67,147      3,551      5.0
CN1716300000000   17     163   St. Clair County, IL                              2017       125,758      119,566      6,192      4.9
CN1716500000000   17     165   Saline County, IL                                 2017         9,694        9,077        617      6.4
CN1716700000000   17     167   Sangamon County, IL                               2017       103,457       99,077      4,380      4.2
CN1716900000000   17     169   Schuyler County, IL                               2017         3,286        3,141        145      4.4
CN1717100000000   17     171   Scott County, IL                                  2017         2,457        2,331        126      5.1
CN1717300000000   17     173   Shelby County, IL                                 2017        10,235        9,784        451      4.4
CN1717500000000   17     175   Stark County, IL                                  2017         2,682        2,520        162      6.0
CN1717700000000   17     177   Stephenson County, IL                             2017        21,537       20,544        993      4.6
CN1717900000000   17     179   Tazewell County, IL                               2017        64,033       60,655      3,378      5.3
CN1718100000000   17     181   Union County, IL                                  2017         7,354        6,891        463      6.3
CN1718300000000   17     183   Vermilion County, IL                              2017        34,070       31,928      2,142      6.3
CN1718500000000   17     185   Wabash County, IL                                 2017         5,596        5,322        274      4.9
CN1718700000000   17     187   Warren County, IL                                 2017         8,643        8,286        357      4.1
CN1718900000000   17     189   Washington County, IL                             2017         9,542        9,262        280      2.9
CN1719100000000   17     191   Wayne County, IL                                  2017         6,868        6,451        417      6.1
CN1719300000000   17     193   White County, IL                                  2017         6,645        6,327        318      4.8
CN1719500000000   17     195   Whiteside County, IL                              2017        28,039       26,712      1,327      4.7
CN1719700000000   17     197   Will County, IL                                   2017       361,592      342,895     18,697      5.2
CN1719900000000   17     199   Williamson County, IL                             2017        31,519       29,918      1,601      5.1
CN1720100000000   17     201   Winnebago County, IL                              2017       138,602      129,843      8,759      6.3
CN1720300000000   17     203   Woodford County, IL                               2017        18,837       18,025        812      4.3
CN1800100000000   18     001   Adams County, IN                                  2017        17,235       16,784        451      2.6
CN1800300000000   18     003   Allen County, IN                                  2017       180,751      174,761      5,990      3.3
CN1800500000000   18     005   Bartholomew County, IN                            2017        44,516       43,307      1,209      2.7
CN1800700000000   18     007   Benton County, IN                                 2017         4,510        4,357        153      3.4
CN1800900000000   18     009   Blackford County, IN                              2017         5,372        5,156        216      4.0
CN1801100000000   18     011   Boone County, IN                                  2017        34,993       34,001        992      2.8
CN1801300000000   18     013   Brown County, IN                                  2017         7,547        7,292        255      3.4
CN1801500000000   18     015   Carroll County, IN                                2017        10,027        9,684        343      3.4
CN1801700000000   18     017   Cass County, IN                                   2017        17,811       17,130        681      3.8
CN1801900000000   18     019   Clark County, IN                                  2017        60,858       58,747      2,111      3.5
CN1802100000000   18     021   Clay County, IN                                   2017        12,204       11,743        461      3.8
CN1802300000000   18     023   Clinton County, IN                                2017        16,913       16,392        521      3.1
CN1802500000000   18     025   Crawford County, IN                               2017         4,923        4,705        218      4.4
CN1802700000000   18     027   Daviess County, IN                                2017        15,846       15,404        442      2.8
CN1802900000000   18     029   Dearborn County, IN                               2017        25,591       24,605        986      3.9
CN1803100000000   18     031   Decatur County, IN                                2017        14,681       14,254        427      2.9
CN1803300000000   18     033   DeKalb County, IN                                 2017        22,211       21,561        650      2.9
CN1803500000000   18     035   Delaware County, IN                               2017        55,024       52,708      2,316      4.2
CN1803700000000   18     037   Dubois County, IN                                 2017        23,194       22,594        600      2.6
CN1803900000000   18     039   Elkhart County, IN                                2017       111,740      108,915      2,825      2.5
CN1804100000000   18     041   Fayette County, IN                                2017         9,042        8,588        454      5.0
CN1804300000000   18     043   Floyd County, IN                                  2017        41,151       39,793      1,358      3.3
CN1804500000000   18     045   Fountain County, IN                               2017         7,882        7,565        317      4.0
CN1804700000000   18     047   Franklin County, IN                               2017        11,169       10,765        404      3.6
CN1804900000000   18     049   Fulton County, IN                                 2017         9,696        9,355        341      3.5
CN1805100000000   18     051   Gibson County, IN                                 2017        19,037       18,475        562      3.0
CN1805300000000   18     053   Grant County, IN                                  2017        31,781       30,540      1,241      3.9
CN1805500000000   18     055   Greene County, IN                                 2017        13,480       12,838        642      4.8
CN1805700000000   18     057   Hamilton County, IN                               2017       175,574      170,775      4,799      2.7
CN1805900000000   18     059   Hancock County, IN                                2017        38,770       37,601      1,169      3.0
CN1806100000000   18     061   Harrison County, IN                               2017        20,035       19,345        690      3.4
CN1806300000000   18     063   Hendricks County, IN                              2017        86,205       83,723      2,482      2.9
